date,time,member,message,message_type,message_length,reaction_count,word_count,mentions,emojis
2022-02-23,11:26 PM,Abdulmuiz,"Guy how far,any newz😒",text,21,0,5,,['😒']
2022-02-23,11:27 PM,Abdulmuiz,"Call the woman ohhh,make we know wetin dey xup cus this one wey you talk say she go call",text,88,0,20,,[]
2022-02-23,11:42 PM,raqib,I go soon block bro.,text,20,0,5,,[]
2022-02-23,11:42 PM,raqib,All dis GB Whatsapp winches,text,27,0,5,,[]
2022-02-23,11:43 PM,raqib,"Make we just go on sunday together, as per na only is go dey hostel",text,67,0,15,,[]
2022-02-23,11:46 PM,Abdulmuiz,😂gettat,text,7,1,1,,['😂']
2022-02-23,11:46 PM,Abdulmuiz,Ok what time,text,12,0,3,,[]
2022-02-23,11:48 PM,raqib,Morning to afternoon sha,text,24,0,4,,[]
2022-02-23,11:48 PM,raqib,U don pack ur load,text,18,0,5,,[]
2022-02-23,11:48 PM,Abdulmuiz,I don carry am go sanusi 2 store,text,32,0,8,,[]
2022-02-23,11:48 PM,Abdulmuiz,Afternoon around 4,text,18,0,3,,[]
2022-02-23,11:49 PM,raqib,"Cant be around 4 oo, am not staying in ilorin nah",text,49,0,11,,[]
2022-02-23,11:49 PM,raqib,2 tii wa okay,text,13,0,4,,[]
2022-02-23,11:49 PM,Abdulmuiz,"Ohhh when you're going, tell me",text,31,0,7,,[]
2022-02-23,11:49 PM,Abdulmuiz,Lol ohk let see,text,15,0,4,,[]
2022-02-23,11:49 PM,raqib,U go follow me pack my things niyen,text,35,0,8,,[]
2022-02-23,11:49 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-23,11:49 PM,Abdulmuiz,You say😶,text,8,0,2,,['😶']
2022-02-23,11:50 PM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-02-23,11:50 PM,raqib,.,text,1,0,0,,[]
2022-02-23,11:50 PM,Abdulmuiz,Let see how it goes,text,19,0,5,,[]
2022-02-23,11:50 PM,raqib,Na the latest GB u dey use?,text,27,0,7,,[]
2022-02-23,11:50 PM,raqib,Till then sir,text,13,0,3,,[]
2022-02-23,11:50 PM,Abdulmuiz,✌🏽,text,2,0,0,,"['✌', '🏽']"
2022-02-23,11:50 PM,Abdulmuiz,No time bruh,text,12,0,3,,[]
2022-02-23,11:51 PM,raqib,What site do u download from cos i wanna ditch dis normal WhatsApp,text,66,0,13,,[]
2022-02-23,11:56 PM,Abdulmuiz,You go pay,text,10,0,3,,[]
2022-02-23,11:58 PM,raqib,Alaye talk joor,text,15,0,3,,[]
2022-02-24,12:01 AM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-02-24,12:04 AM,raqib,How's the family sir.,text,21,0,5,,[]
2022-02-24,12:04 AM,Abdulmuiz,Alhamdulilah,text,12,0,1,,[]
2022-02-24,12:04 AM,raqib,"And ur wife , Kudirat😂",text,22,1,4,,['😂']
2022-02-24,12:04 AM,Abdulmuiz,There nko?,text,10,0,2,,[]
2022-02-24,12:04 AM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-02-24,12:06 AM,raqib,<Media omitted>,text,15,0,2,,[]
2022-02-24,12:10 AM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-02-26,08:09 PM,raqib,Bros haffa,text,10,0,2,,[]
2022-02-26,08:09 PM,raqib,Let's make it 11 tomorrow by God's Grace,text,40,0,10,,[]
2022-02-26,08:37 PM,Abdulmuiz,I doubt that,text,12,0,3,,[]
2022-02-26,08:37 PM,Abdulmuiz,"Na 3 you go see me for school,I wan do something for town",text,57,0,14,,[]
2022-02-26,10:33 PM,raqib,3?,text,2,0,1,,[]
2022-02-26,10:33 PM,raqib,Kuku no resume again,text,20,0,4,,[]
2022-02-26,10:36 PM,Abdulmuiz,Okay,text,4,0,1,,[]
2022-02-26,10:36 PM,Abdulmuiz,I dey ilorin na😅,text,16,0,4,,['😅']
2022-02-26,10:37 PM,raqib,Wo guy 3's too far,text,18,0,6,,[]
2022-02-26,10:38 PM,Abdulmuiz,Just reserve better room if you don reach hostel,text,48,0,9,,[]
2022-02-27,10:00 AM,Abdulmuiz,How far,text,7,0,2,,[]
2022-02-27,11:48 AM,raqib,I no dey,text,8,0,3,,[]
2022-02-27,11:48 AM,raqib,Send funds,text,10,0,2,,[]
2022-02-27,12:13 PM,Abdulmuiz,🌝,text,1,0,0,,['🌝']
2022-02-27,12:13 PM,Abdulmuiz,You don reach hostel?,text,21,0,4,,[]
2022-02-27,12:17 PM,raqib,Nah,text,3,0,1,,[]
2022-02-27,12:17 PM,raqib,U?,text,2,0,1,,[]
2022-02-27,12:18 PM,Abdulmuiz,No be you talk 11?🤦🏾‍♂️,text,23,0,5,,"['🤦', '🏾', '♂']"
2022-02-27,12:18 PM,Abdulmuiz,No,text,2,0,1,,[]
2022-02-27,12:18 PM,Abdulmuiz,You don dey Road?,text,17,0,4,,[]
2022-02-27,12:20 PM,raqib,"Wo, na nigeria we dey abeg😂",text,27,1,6,,['😂']
2022-02-27,12:20 PM,raqib,E fit be 11pm so🤷‍♂️,text,20,0,5,,"['🤷', '♂']"
2022-02-27,12:20 PM,raqib,Almost,text,6,0,1,,[]
2022-02-27,12:21 PM,Abdulmuiz,Almost? Yes or no,text,17,0,4,,[]
2022-02-27,12:23 PM,raqib,Yessir,text,6,0,1,,[]
2022-02-27,12:23 PM,raqib,So na 3 u dey come abi?,text,23,0,7,,[]
2022-02-27,12:23 PM,Abdulmuiz,Yh,text,2,0,1,,[]
2022-02-27,12:25 PM,raqib,Oya na,text,6,0,2,,[]
2022-02-27,12:25 PM,Abdulmuiz,...,text,3,0,0,,[]
2022-02-27,07:47 PM,Abdulmuiz,"How far, you never show?",text,24,0,5,,[]
2022-02-27,07:47 PM,raqib,I dey come boss,text,15,0,4,,[]
2022-02-27,07:47 PM,raqib,"I no see water for sat sanusi store, e don close when i reach",text,61,0,14,,[]
2022-02-27,07:47 PM,Abdulmuiz,You go come join me for common room oh,text,38,0,9,,[]
2022-02-27,07:48 PM,Abdulmuiz,Ohk,text,3,0,1,,[]
2022-02-27,07:48 PM,raqib,Ok sa,text,5,0,2,,[]
2022-02-28,09:34 PM,raqib,...,text,3,0,0,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:31 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,07:32 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-01,09:21 PM,Abdulmuiz,😒,text,1,0,0,,['😒']
2022-03-01,09:24 PM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-03-01,09:24 PM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-03-01,09:24 PM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-03-02,09:13 AM,raqib,Send my pics😑,text,13,0,3,,['😑']
2022-03-02,09:14 AM,Abdulmuiz,Wetin,text,5,0,1,,[]
2022-03-02,09:19 AM,raqib,The picture u snapped ode,text,25,0,5,,[]
2022-03-02,09:19 AM,Abdulmuiz,We don joke too much na why,text,27,0,7,,[]
2022-03-02,09:36 AM,raqib,Ok.,text,3,0,1,,[]
2022-03-02,09:36 AM,raqib,Make i still dey beg ontop my picture ????,text,42,0,8,,[]
2022-03-02,09:39 AM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-03-02,09:39 AM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-03-02,09:39 AM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-03-02,09:39 AM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-03-02,09:39 AM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-03-02,09:39 AM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-03-02,09:59 AM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-02,10:01 AM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-03-03,03:58 PM,raqib,Haffa,text,5,0,1,,[]
2022-03-03,03:58 PM,raqib,Wait for me i dey come,text,22,0,6,,[]
2022-03-03,03:59 PM,Abdulmuiz,😒,text,1,0,0,,['😒']
2022-03-03,03:59 PM,raqib,"These guys still dey use my system, na why i no stand up",text,56,0,13,,[]
2022-03-03,04:00 PM,raqib,Make i leave am with 'em,text,24,0,6,,[]
2022-03-03,04:00 PM,Abdulmuiz,Oya,text,3,0,1,,[]
2022-03-03,04:02 PM,raqib,My system nko,text,13,0,3,,[]
2022-03-03,04:02 PM,raqib,I no fit leave m now,text,20,0,6,,[]
2022-03-03,04:04 PM,Abdulmuiz,Guy dey fast,text,12,0,3,,[]
2022-03-03,05:47 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-03,05:52 PM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-03-03,05:58 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-03,05:59 PM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-03-03,06:03 PM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-03-07,12:01 PM,raqib,How far i don finish where u dey,text,32,0,8,,[]
2022-03-07,12:27 PM,Abdulmuiz,I still dey there,text,17,0,4,,[]
2022-03-07,12:36 PM,raqib,I dey go hostel niyen,text,21,0,5,,[]
2022-03-07,12:50 PM,Abdulmuiz,Oya na,text,6,0,2,,[]
2022-03-07,12:50 PM,Abdulmuiz,Cook for me,text,11,0,3,,[]
2022-03-07,01:16 PM,raqib,As per ?,text,8,0,2,,[]
2022-03-07,06:11 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-07,06:27 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-07,06:27 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-07,06:27 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-07,06:30 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-07,06:41 PM,Abdulmuiz,This guy wey dey settle down,text,28,0,6,,[]
2022-03-07,06:41 PM,Abdulmuiz,Wetin go xup like this,text,22,0,5,,[]
2022-03-07,06:42 PM,Abdulmuiz,We go just tell am say we dey comot,text,35,0,9,,[]
2022-03-07,08:00 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-08,10:58 AM,Abdulmuiz,😂😂,text,2,2,0,,"['😂', '😂']"
2022-03-08,10:58 AM,raqib,I don finish o😒,text,15,0,4,,['😒']
2022-03-08,11:00 AM,Abdulmuiz,Where you dey now,text,17,0,4,,[]
2022-03-08,11:00 AM,raqib,elt,text,3,0,1,,[]
2022-03-08,11:01 AM,Abdulmuiz,Ok,text,2,0,1,,[]
2022-03-08,12:43 PM,raqib,Brr where u dey ?,text,17,0,4,,[]
2022-03-08,12:55 PM,Abdulmuiz,Pepsi,text,5,0,1,,[]
2022-03-08,02:38 PM,raqib,0216628028,text,10,0,1,,[]
2022-03-08,02:38 PM,raqib,GTB,text,3,0,1,,[]
2022-03-10,10:47 PM,Abdulmuiz,Sprince.vcf (file attached),media,27,0,4,,[]
2022-03-13,10:39 AM,Abdulmuiz,Teslim ELE.vcf (file attached),media,30,0,5,,[]
2022-03-13,10:39 AM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-13,08:15 PM,raqib,Still not winning the UCL 👍,text,27,1,5,,['👍']
2022-03-13,08:17 PM,Abdulmuiz,"As i am like this, I'm not in the mood to argue",text,47,0,13,,[]
2022-03-13,08:18 PM,raqib,Na me con get ur time ?,text,23,0,6,,[]
2022-03-13,08:20 PM,Abdulmuiz,What's now this? Must you reply?,text,32,0,7,,[]
2022-03-14,12:25 PM,raqib,Ode,text,3,0,1,,[]
2022-03-14,12:25 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-17,06:50 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-18,09:34 AM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-18,09:54 AM,Abdulmuiz,Well done,text,9,0,2,,[]
2022-03-19,06:37 AM,Abdulmuiz,U no get sense,text,14,0,4,,[]
2022-03-19,06:38 AM,raqib,Ur left yansh,text,13,0,3,,[]
2022-03-19,06:38 AM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-19,06:40 AM,Abdulmuiz,🌝,text,1,0,0,,['🌝']
2022-03-19,07:07 AM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-03-19,10:33 AM,raqib,Why u dey send am to me??,text,25,0,7,,[]
2022-03-19,10:33 AM,raqib,Am I short mf?😒,text,15,0,4,,['😒']
2022-03-19,03:52 PM,raqib,Omo nothing dey this tanke,text,26,0,5,,[]
2022-03-19,03:52 PM,raqib,"I don find palm tire, i no see shii",text,35,0,9,,[]
2022-03-19,03:53 PM,raqib,"If u find for me sha, just tell me",text,34,0,9,,[]
2022-03-19,05:15 PM,Abdulmuiz,Ohk,text,3,0,1,,[]
2022-03-19,06:00 PM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-03-19,06:01 PM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-03-19,06:01 PM,raqib,Mumu😒,text,5,0,1,,['😒']
2022-03-19,06:02 PM,raqib,Rain no dey fall,text,16,0,4,,[]
2022-03-19,06:02 PM,Abdulmuiz,Tor,text,3,0,1,,[]
2022-03-19,06:02 PM,Abdulmuiz,Guy try dey use your brain,text,26,0,6,,[]
2022-03-19,06:03 PM,raqib,?,text,1,0,0,,[]
2022-03-19,06:03 PM,raqib,Why u dey use that voice follow me talk?,text,40,0,9,,[]
2022-03-19,06:04 PM,Abdulmuiz,Listen again to this,text,20,0,4,,[]
2022-03-19,06:05 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-19,06:11 PM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-03-20,10:52 PM,Abdulmuiz,"How far,help me do something like the one on your dp",text,52,0,12,,[]
2022-03-20,10:52 PM,Abdulmuiz,You grab,text,8,0,2,,[]
2022-03-20,10:53 PM,raqib,Payy,text,4,0,1,,[]
2022-03-20,10:53 PM,raqib,1st,text,3,0,1,,[]
2022-03-20,10:53 PM,Abdulmuiz,<Media omitted>,text,15,0,2,,[]
2022-03-20,10:53 PM,Abdulmuiz,This guy,text,8,0,2,,[]
2022-03-20,10:55 PM,raqib,Which guy?,text,10,0,2,,[]
2022-03-20,10:55 PM,raqib,<Media omitted>,text,15,0,2,,[]
2022-03-21,04:40 PM,Abdulmuiz,How far,text,7,0,2,,[]
2022-03-21,04:40 PM,Abdulmuiz,Where your eraser dey,text,21,0,4,,[]
